Title,Abstract,Citations
Strong Completeness and Faithfulness in Bayesian Networks,"A completeness result for d-separation applied to discrete Bayesian networks
is presented and it is shown that in a strong measure-theoretic sense almost
all discrete distributions for a given network structure are faithful; i.e. the
independence facts true of the distribution are all and only those entailed by
the network structure.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"A Theoretical Framework for Context-Sensitive Temporal Probability Model
  Construction with Application to Plan Projection","We define a context-sensitive temporal probability logic for representing
classes of discrete-time temporal Bayesian networks. Context constraints allow
inference to be focused on only the relevant portions of the probabilistic
knowledge. We provide a declarative semantics for our language. We present a
Bayesian network construction algorithm whose generated networks give sound and
complete answers to queries. We use related concepts in logic programming to
justify our approach. We have implemented a Bayesian network construction
algorithm for a subset of the theory and demonstrate it's application to the
problem of evaluating the effectiveness of treatments for acute cardiac
conditions.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
Refining Reasoning in Qualitative Probabilistic Networks,"In recent years there has been a spate of papers describing systems for
probabilisitic reasoning which do not use numerical probabilities. In some
cases the simple set of values used by these systems make it impossible to
predict how a probability will change or which hypothesis is most likely given
certain evidence. This paper concentrates on such situations, and suggests a
number of ways in which they may be resolved by refining the representation.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"On the Testability of Causal Models with Latent and Instrumental
  Variables","Certain causal models involving unmeasured variables induce no independence
constraints among the observed variables but imply, nevertheless, inequality
contraints on the observed distribution. This paper derives a general formula
for such instrumental variables, that is, exogenous variables that directly
affect some variables but not all. With the help of this formula, it is
possible to test whether a model involving instrumental variables may account
for the data, or, conversely, whether a given variables can be deemed
instrumental.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"Probabilistic Evaluation of Sequential Plans from Causal Models with
  Hidden Variables","The paper concerns the probabilistic evaluation of plans in the presence of
unmeasured variables, each plan consisting of several concurrent or sequential
actions. We establish a graphical criterion for recognizing when the effects of
a given plan can be predicted from passive observations on measured variables
only. When the criterion is satisfied, a closed-form expression is provided for
the probability that the plan will achieve a specified goal.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"Exploiting the Rule Structure for Decision Making within the Independent
  Choice Logic","This paper introduces the independent choice logic, and in particular the
""single agent with nature"" instance of the independent choice logic, namely
ICLdt. This is a logical framework for decision making uncertainty that extends
both logic programming and stochastic models such as influence diagrams. This
paper shows how the representation of a decision problem within the independent
choice logic can be exploited to cut down the combinatorics of dynamic
programming. One of the main problems with influence diagram evaluation
techniques is the need to optimise a decision for all values of the 'parents'
of a decision variable. In this paper we show how the rule based nature of the
ICLdt can be exploited so that we only make distinctions in the values of the
information available for a decision that will make a difference to utility.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"Abstraction in Belief Networks: The Role of Intermediate States in
  Diagnostic Reasoning","Bayesian belief networks are bing increasingly used as a knowledge
representation for diagnostic reasoning. One simple method for conducting
diagnostic reasoning is to represent system faults and observations only. In
this paper, we investigate how having intermediate nodes-nodes other than fault
and observation nodes affects the diagnostic performance of a Bayesian belief
network. We conducted a series of experiments on a set of real belief networks
for medical diagnosis in liver and bile disease. We compared the effects on
diagnostic performance of a two-level network consisting just of disease and
finding nodes with that of a network which models intermediate
pathophysiological disease states as well. We provide some theoretical evidence
for differences observed between the abstracted two-level network and the full
network.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"Accounting for Context in Plan Recognition, with Application to Traffic
  Monitoring","Typical approaches to plan recognition start from a representation of an
agent's possible plans, and reason evidentially from observations of the
agent's actions to assess the plausibility of the various candidates. A more
expansive view of the task (consistent with some prior work) accounts for the
context in which the plan was generated, the mental state and planning process
of the agent, and consequences of the agent's actions in the world. We present
a general Bayesian framework encompassing this view, and focus on how context
can be exploited in plan recognition. We demonstrate the approach on a problem
in traffic monitoring, where the objective is to induce the plan of the driver
from observation of vehicle movements. Starting from a model of how the driver
generates plans, we show how the highway context can appropriately influence
the recognizer's interpretation of observed driver behavior.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
A New Pruning Method for Solving Decision Trees and Game Trees,"The main goal of this paper is to describe a new pruning method for solving
decision trees and game trees. The pruning method for decision trees suggests a
slight variant of decision trees that we call scenario trees. In scenario
trees, we do not need a conditional probability for each edge emanating from a
chance node. Instead, we require a joint probability for each path from the
root node to a leaf node. We compare the pruning method to the traditional
rollback method for decision trees and game trees. For problems that require
Bayesian revision of probabilities, a scenario tree representation with the
pruning method is more efficient than a decision tree representation with the
rollback method. For game trees, the pruning method is more efficient than the
rollback method.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
Directed Cyclic Graphical Representations of Feedback Models,"The use of directed acyclic graphs (DAGs) to represent conditional
independence relations among random variables has proved fruitful in a variety
of ways. Recursive structural equation models are one kind of DAG model.
However, non-recursive structural equation models of the kinds used to model
economic processes are naturally represented by directed cyclic graphs with
independent errors, a characterization of conditional independence errors, a
characterization of conditional independence constraints is obtained, and it is
shown that the result generalizes in a natural way to systems in which the
error variables or noises are statistically dependent. For non-linear systems
with independent errors a sufficient condition for conditional independence of
variables in associated distributions is obtained.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
Causal Inference in the Presence of Latent Variables and Selection Bias,"We show that there is a general, informative and reliable procedure for
discovering causal relations when, for all the investigator knows, both latent
variables and selection bias may be at work. Given information about
conditional independence and dependence relations between measured variables,
even when latent variables and selection bias may be present, there are
sufficient conditions for reliably concluding that there is a causal path from
one variable to another, and sufficient conditions for reliably concluding when
no such causal path exists.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
Modeling Failure Priors and Persistence in Model-Based Diagnosis,"Probabilistic model-based diagnosis computes the posterior probabilities of
failure of components from the prior probabilities of component failure and
observations of system behavior. One problem with this method is that such
priors are almost never directly available. One of the reasons is that the
prior probability estimates include an implicit notion of a time interval over
which they are specified -- for example, if the probability of failure of a
component is 0.05, is this over the period of a day or is this over a week? A
second problem facing probabilistic model-based diagnosis is the modeling of
persistence. Say we have an observation about a system at time t_1 and then
another observation at a later time t_2. To compute posterior probabilities
that take into account both the observations, we need some model of how the
state of the system changes from time t_1 to t_2. In this paper, we address
these problems using techniques from Reliability theory. We show how to compute
the failure prior of a component from an empirical measure of its reliability
-- the Mean Time Between Failure (MTBF). We also develop a scheme to model
persistence when handling multiple time tagged observations.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"A Polynomial Algorithm for Computing the Optimal Repair Strategy in a
  System with Independent Component Failures","The goal of diagnosis is to compute good repair strategies in response to
anomalous system behavior. In a decision theoretic framework, a good repair
strategy has low expected cost. In a general formulation of the problem, the
computation of the optimal (lowest expected cost) repair strategy for a system
with multiple faults is intractable. In this paper, we consider an interesting
and natural restriction on the behavior of the system being diagnosed: (a) the
system exhibits faulty behavior if and only if one or more components is
malfunctioning. (b) The failures of the system components are independent.
Given this restriction on system behavior, we develop a polynomial time
algorithm for computing the optimal repair strategy. We then go on to introduce
a system hierarchy and the notion of inspecting (testing) components before
repair. We develop a linear time algorithm for computing an optimal repair
strategy for the hierarchical system which includes both repair and inspection.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"Exploiting System Hierarchy to Compute Repair Plans in Probabilistic
  Model-based Diagnosis","The goal of model-based diagnosis is to isolate causes of anomalous system
behavior and recommend inexpensive repair actions in response. In general,
precomputing optimal repair policies is intractable. To date, investigators
addressing this problem have explored approximations that either impose
restrictions on the system model (such as a single fault assumption) or compute
an immediate best action with limited lookahead. In this paper, we develop a
formulation of repair in model-based diagnosis and a repair algorithm that
computes optimal sequences of actions. This optimal approach is costly but can
be applied to precompute an optimal repair strategy for compact systems. We
show how we can exploit a hierarchical system specification to make this
approach tractable for large systems. When introducing hierarchy, we also
consider the tradeoff between simply replacing a component and decomposing it
to repair its subcomponents. The hierarchical repair algorithm is suitable for
off-line precomputation of an optimal repair strategy. A modification of the
algorithm takes advantage of an iterative deepening scheme to trade off
inference time and the quality of the computed strategy.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
Path Planning under Time-Dependent Uncertainty,"Standard algorithms for finding the shortest path in a graph require that the
cost of a path be additive in edge costs, and typically assume that costs are
deterministic. We consider the problem of uncertain edge costs, with potential
probabilistic dependencies among the costs. Although these dependencies violate
the standard dynamic-programming decomposition, we identify a weaker stochastic
consistency condition that justifies a generalized dynamic-programming approach
based on stochastic dominance. We present a revised path-planning algorithm and
prove that it produces optimal paths under time-dependent uncertain costs. We
test the algorithm by applying it to a model of stochastic bus networks, and
present empirical performance results comparing it to some alternatives.
Finally, we consider extensions of these concepts to a more general class of
problems of heuristic search under uncertainty.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"Defaults and Infinitesimals: Defeasible Inference by Nonarchimedean
  Entropy-Maximization","We develop a new semantics for defeasible inference based on extended
probability measures allowed to take infinitesimal values, on the
interpretation of defaults as generalized conditional probability constraints
and on a preferred-model implementation of entropy maximization.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
An Order of Magnitude Calculus,"This paper develops a simple calculus for order of magnitude reasoning. A
semantics is given with soundness and completeness results. Order of magnitude
probability functions are easily defined and turn out to be equivalent to kappa
functions, which are slight generalizations of Spohn's Natural Conditional
Functions. The calculus also gives rise to an order of magnitude decision
theory, which can be used to justify an amended version of Pearl's decision
theory for kappa functions, although the latter is weaker and less expressive.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
A Method for Implementing a Probabilistic Model as a Relational Database,"This paper discusses a method for implementing a probabilistic inference
system based on an extended relational data model. This model provides a
unified approach for a variety of applications such as dynamic programming,
solving sparse linear equations, and constraint propagation. In this framework,
the probability model is represented as a generalized relational database.
Subsequent probabilistic requests can be processed as standard relational
queries. Conventional database management systems can be easily adopted for
implementing such an approximate reasoning system.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"Optimization of Inter-Subnet Belief Updating in Multiply Sectioned
  Bayesian Networks","Recent developments show that Multiply Sectioned Bayesian Networks (MSBNs)
can be used for diagnosis of natural systems as well as for model-based
diagnosis of artificial systems. They can be applied to single-agent oriented
reasoning systems as well as multi-agent distributed probabilistic reasoning
systems. Belief propagation between a pair of subnets plays a central role in
maintenance of global consistency in a MSBN. This paper studies the operation
UpdateBelief, presented originally with MSBNs, for inter-subnet propagation. We
analyze how the operation achieves its intended functionality, which provides
hints as for how its efficiency can be improved. We then define two new
versions of UpdateBelief that reduce the computation time for inter-subnet
propagation. One of them is optimal in the sense that the minimum amount of
computation for coordinating multi-linkage belief propagation is required. The
optimization problem is solved through the solution of a graph-theoretic
problem: the minimum weight open tour in a tree.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
Generating Explanations for Evidential Reasoning,"In this paper, we present two methods to provide explanations for reasoning
with belief functions in the valuation-based systems. One approach, inspired by
Strat's method, is based on sensitivity analysis, but its computation is
simpler thus easier to implement than Strat's. The other one is to examine the
impact of evidence on the conclusion based on the measure of the information
content in the evidence. We show the property of additivity for the pieces of
evidence that are conditional independent within the context of the
valuation-based systems. We will give an example to show how these approaches
are applied in an evidential network.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
Inference with Causal Independence in the CPSC Network,"This paper reports experiments with the causal independence inference
algorithm proposed by Zhang and Poole (1994b) on the CPSC network created by
Pradhan et al. (1994). It is found that the algorithm is able to answer 420 of
the 422 possible zero-observation queries, 94 of 100 randomly generated
five-observation queries, 87 of 100 randomly generated ten-observation queries,
and 69 of 100 randomly generated twenty-observation queries.","Appears in Proceedings of the Eleventh Conference on Uncertainty in
  Artificial Intelligence (UAI1995)"
"An Ontology Construction Approach for the Domain Of Poultry Science
  Using Protege","The information retrieval systems that are present nowadays are mainly based
on full text matching of keywords or topic based classification. This matching
of keywords often returns a large number of irrelevant information and this
does not meet the users query requirement. In order to solve this problem and
to enhance the search using semantic environment, a technique named ontology is
implemented for the field of poultry in this paper. Ontology is an emerging
technique in the current field of research in semantic environment. This paper
constructs ontology using the tool named Protege version 4.0 and this also
generates Resource Description Framework schema and XML scripts for using
poultry ontology in web.",arXiv admin note: text overlap with arXiv:1302.5215
Measuring Visual Complexity of Cluster-Based Visualizations,"Handling visual complexity is a challenging problem in visualization owing to
the subjectiveness of its definition and the difficulty in devising
generalizable quantitative metrics. In this paper we address this challenge by
measuring the visual complexity of two common forms of cluster-based
visualizations: scatter plots and parallel coordinatess. We conceptualize
visual complexity as a form of visual uncertainty, which is a measure of the
degree of difficulty for humans to interpret a visual representation correctly.
We propose an algorithm for estimating visual complexity for the aforementioned
visualizations using Allen's interval algebra. We first establish a set of
primitive 2-cluster cases in scatter plots and another set for parallel
coordinatess based on symmetric isomorphism. We confirm that both are the
minimal sets and verify the correctness of their members computationally. We
score the uncertainty of each primitive case based on its topological
properties, including the existence of overlapping regions, splitting regions
and meeting points or edges. We compare a few optional scoring schemes against
a set of subjective scores by humans, and identify the one that is the most
consistent with the subjective scores. Finally, we extend the 2-cluster measure
to k-cluster measure as a general purpose estimator of visual complexity for
these two forms of cluster-based visualization.",N/A
"Modification of conceptual clustering algorithm Cobweb for numerical
  data using fuzzy membership function","Modification of a conceptual clustering algorithm Cobweb for the purpose of
its application for numerical data is offered. Keywords: clustering, algorithm
Cobweb, numerical data, fuzzy membership function.",in Russian
A Modelling Approach Based on Fuzzy Agents,"Modelling of complex systems is mainly based on the decomposition of these
systems in autonomous elements, and the identification and definitio9n of
possible interactions between these elements. For this, the agent-based
approach is a modelling solution often proposed. Complexity can also be due to
external events or internal to systems, whose main characteristics are
uncertainty, imprecision, or whose perception is subjective (i.e. interpreted).
Insofar as fuzzy logic provides a solution for modelling uncertainty, the
concept of fuzzy agent can model both the complexity and uncertainty. This
paper focuses on introducing the concept of fuzzy agent: a classical
architecture of agent is redefined according to a fuzzy perspective. A
pedagogical illustration of fuzzy agentification of a smart watering system is
then proposed.","10 pages, 8 figures, 35 references"
"An Evaluation of an Algorithm for Inductive Learning of Bayesian Belief
  Networks Usin","Bayesian learning of belief networks (BLN) is a method for automatically
constructing belief networks (BNs) from data using search and Bayesian scoring
techniques. K2 is a particular instantiation of the method that implements a
greedy search strategy. To evaluate the accuracy of K2, we randomly generated a
number of BNs and for each of those we simulated data sets. K2 was then used to
induce the generating BNs from the simulated data. We examine the performance
of the program, and the factors that influence it. We also present a simple BN
model, developed from our results, which predicts the accuracy of K2, when
given various characteristics of the data set.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Probabilistic Constraint Satisfaction with Non-Gaussian Noise,"We have previously reported a Bayesian algorithm for determining the
coordinates of points in three-dimensional space from uncertain constraints.
This method is useful in the determination of biological molecular structure.
It is limited, however, by the requirement that the uncertainty in the
constraints be normally distributed. In this paper, we present an extension of
the original algorithm that allows constraint uncertainty to be represented as
a mixture of Gaussians, and thereby allows arbitrary constraint distributions.
We illustrate the performance of this algorithm on a problem drawn from the
domain of molecular structure determination, in which a multicomponent
constraint representation produces a much more accurate solution than the old
single component mechanism. The new mechanism uses mixture distributions to
decompose the problem into a set of independent problems with unimodal
constraint uncertainty. The results of the unimodal subproblems are
periodically recombined using Bayes' law, to avoid combinatorial explosion. The
new algorithm is particularly suited for parallel implementation.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
A Bayesian Method Reexamined,"This paper examines the ""K2"" network scoring metric of Cooper and Herskovits.
It shows counterintuitive results from applying this metric to simple networks.
One family of noninformative priors is suggested for assigning equal scores to
equivalent networks.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
"Laplace's Method Approximations for Probabilistic Inference in Belief
  Networks with Continuous Variables","Laplace's method, a family of asymptotic methods used to approximate
integrals, is presented as a potential candidate for the tool box of techniques
used for knowledge acquisition and probabilistic inference in belief networks
with continuous variables. This technique approximates posterior moments and
marginal posterior distributions with reasonable accuracy [errors are O(n^-2)
for posterior means] in many interesting cases. The method also seems promising
for computing approximations for Bayes factors for use in the context of model
selection, model uncertainty and mixtures of pdfs. The limitations, regularity
conditions and computational difficulties for the implementation of Laplace's
method are comparable to those associated with the methods of maximum
likelihood and posterior mode analysis.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Generating New Beliefs From Old,"In previous work [BGHK92, BGHK93], we have studied the random-worlds approach
-- a particular (and quite powerful) method for generating degrees of belief
(i.e., subjective probabilities) from a knowledge base consisting of objective
(first-order, statistical, and default) information. But allowing a knowledge
base to contain only objective information is sometimes limiting. We
occasionally wish to include information about degrees of belief in the
knowledge base as well, because there are contexts in which old beliefs
represent important information that should influence new beliefs. In this
paper, we describe three quite general techniques for extending a method that
generates degrees of belief from objective information to one that can make use
of degrees of belief as well. All of our techniques are bloused on well-known
approaches, such as cross-entropy. We discuss general connections between the
techniques and in particular show that, although conceptually and technically
quite different, all of the techniques give the same answer when applied to the
random-worlds method.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
"Counterfactual Probabilities: Computational Methods, Bounds and
  Applications","Evaluation of counterfactual queries (e.g., ""If A were true, would C have
been true?"") is important to fault diagnosis, planning, and determination of
liability. In this paper we present methods for computing the probabilities of
such queries using the formulation proposed in [Balke and Pearl, 1994], where
the antecedent of the query is interpreted as an external action that forces
the proposition A to be true. When a prior probability is available on the
causal mechanisms governing the domain, counterfactual probabilities can be
evaluated precisely. However, when causal knowledge is specified as conditional
probabilities on the observables, only bounds can computed. This paper develops
techniques for evaluating these bounds, and demonstrates their use in two
applications: (1) the determination of treatment efficacy from studies in which
subjects may choose their own treatment, and (2) the determination of liability
in product-safety litigation.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
"Modus Ponens Generating Function in the Class of ^-valuations of
  Plausibility","We discuss the problem of construction of inference procedures which can
manipulate with uncertainties measured in ordinal scales and fulfill to the
property of strict monotonicity of conclusion. The class of A-valuations of
plausibility is considered where operations based only on information about
linear ordering of plausibility values are used. In this class the modus ponens
generating function fulfiling to the property of strict monotonicity of
conclusions is introduced.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Possibility and Necessity Functions over Non-classical Logics,"We propose an integration of possibility theory into non-classical logics. We
obtain many formal results that generalize the case where possibility and
necessity functions are based on classical logic. We show how useful such an
approach is by applying it to reasoning under uncertain and inconsistent
information.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Exploratory Model Building,"Some instances of creative thinking require an agent to build and test
hypothetical theories. Such a reasoner needs to explore the space of not only
those situations that have occurred in the past, but also those that are
rationally conceivable. In this paper we present a formalism for exploring the
space of conceivable situation-models for those domains in which the knowledge
is primarily probabilistic in nature. The formalism seeks to construct
consistent, minimal, and desirable situation-descriptions by selecting suitable
domain-attributes and dependency relationships from the available domain
knowledge.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Planning with External Events,"I describe a planning methodology for domains with uncertainty in the form of
external events that are not completely predictable. The events are represented
by enabling conditions and probabilities of occurrence. The planner is
goal-directed and backward chaining, but the subgoals are suggested by
analyzing the probability of success of the partial plan rather than being
simply the open conditions of the operators in the plan. The partial plan is
represented as a Bayesian belief net to compute its probability of success.
Since calculating the probability of success of a plan can be very expensive I
introduce two other techniques for computing it, one that uses Monte Carlo
simulation to estimate it and one based on a Markov chain representation that
uses knowledge about the dependencies between the predicates describing the
domain.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Properties of Bayesian Belief Network Learning Algorithms,"Bayesian belief network learning algorithms have three basic components: a
measure of a network structure and a database, a search heuristic that chooses
network structures to be considered, and a method of estimating the probability
tables from the database. This paper contributes to all these three topics. The
behavior of the Bayesian measure of Cooper and Herskovits and a minimum
description length (MDL) measure are compared with respect to their properties
for both limiting size and finite size databases. It is shown that the MDL
measure has more desirable properties than the Bayesian measure when a
distribution is to be learned. It is shown that selecting belief networks with
certain minimallity properties is NP-hard. This result justifies the use of
search heuristics instead of exact algorithms for choosing network structures
to be considered. In some cases, a collection of belief networks can be
represented by a single belief network which leads to a new kind of probability
table estimation called smoothing. We argue that smoothing can be efficiently
implemented by incorporating it in the search heuristic. Experimental results
suggest that for learning probabilities of belief networks smoothing is
helpful.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
A Stratified Simulation Scheme for Inference in Bayesian Belief Networks,"Simulation schemes for probabilistic inference in Bayesian belief networks
offer many advantages over exact algorithms; for example, these schemes have a
linear and thus predictable runtime while exact algorithms have exponential
runtime. Experiments have shown that likelihood weighting is one of the most
promising simulation schemes. In this paper, we present a new simulation scheme
that generates samples more evenly spread in the sample space than the
likelihood weighting scheme. We show both theoretically and experimentally that
the stratified scheme outperforms likelihood weighting in average runtime and
error in estimates of beliefs.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Efficient Estimation of the Value of Information in Monte Carlo Models,"The expected value of information (EVI) is the most powerful measure of
sensitivity to uncertainty in a decision model: it measures the potential of
information to improve the decision, and hence measures the expected value of
outcome. Standard methods for computing EVI use discrete variables and are
computationally intractable for models that contain more than a few variables.
Monte Carlo simulation provides the basis for more tractable evaluation of
large predictive models with continuous and discrete variables, but so far
computation of EVI in a Monte Carlo setting also has appeared impractical. We
introduce an approximate approach based on pre-posterior analysis for
estimating EVI in Monte Carlo models. Our method uses a linear approximation to
the value function and multiple linear regression to estimate the linear model
from the samples. The approach is efficient and practical for extremely large
models. It allows easy estimation of EVI for perfect or partial information on
individual variables or on combinations of variables. We illustrate its
implementation within Demos (a decision modeling system), and its application
to a large model for crisis transportation planning.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Symbolic Probabilitistic Inference in Large BN2O Networks,"A BN2O network is a two level belief net in which the parent interactions are
modeled using the noisy-or interaction model. In this paper we discuss
application of the SPI local expression language to efficient inference in
large BN2O networks. In particular, we show that there is significant
structure, which can be exploited to improve over the Quickscore result. We
further describe how symbolic techniques can provide information which can
significantly reduce the computation required for computing all cause posterior
marginals. Finally, we present a novel approximation technique with preliminary
experimental results.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
"Action Networks: A Framework for Reasoning about Actions and Change
  under Uncertainty","This work proposes action networks as a semantically well-founded framework
for reasoning about actions and change under uncertainty. Action networks add
two primitives to probabilistic causal networks: controllable variables and
persistent variables. Controllable variables allow the representation of
actions as directly setting the value of specific events in the domain, subject
to preconditions. Persistent variables provide a canonical model of persistence
according to which both the state of a variable and the causal mechanism
dictating its value persist over time unless intervened upon by an action (or
its consequences). Action networks also allow different methods for quantifying
the uncertainty in causal relationships, which go beyond traditional
probabilistic quantification. This paper describes both recent results and work
in progress.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
On the Relation between Kappa Calculus and Probabilistic Reasoning,"We study the connection between kappa calculus and probabilistic reasoning in
diagnosis applications. Specifically, we abstract a probabilistic belief
network for diagnosing faults into a kappa network and compare the ordering of
faults computed using both methods. We show that, at least for the example
examined, the ordering of faults coincide as long as all the causal relations
in the original probabilistic network are taken into account. We also provide a
formal analysis of some network structures where the two methods will differ.
Both kappa rankings and infinitesimal probabilities have been used extensively
to study default reasoning and belief revision. But little has been done on
utilizing their connection as outlined above. This is partly because the
relation between kappa and probability calculi assumes that probabilities are
arbitrarily close to one (or zero). The experiments in this paper investigate
this relation when this assumption is not satisfied. The reported results have
important implications on the use of kappa rankings to enhance the knowledge
engineering of uncertainty models.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
"A Structured, Probabilistic Representation of Action","When agents devise plans for execution in the real world, they face two
important forms of uncertainty: they can never have complete knowledge about
the state of the world, and they do not have complete control, as the effects
of their actions are uncertain. While most classical planning methods avoid
explicit uncertainty reasoning, we believe that uncertainty should be
explicitly represented and reasoned about. We develop a probabilistic
representation for states and actions, based on belief networks. We define
conditional belief nets (CBNs) to capture the probabilistic dependency of the
effects of an action upon the state of the world. We also use a CBN to
represent the intrinsic relationships among entities in the environment, which
persist from state to state. We present a simple projection algorithm to
construct the belief network of the state succeeding an action, using the
environment CBN model to infer indirect effects. We discuss how the qualitative
aspects of belief networks and CBNs make them appropriate for the various
stages of the problem solving process, from model construction to the design of
planning algorithms.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Integrating Planning and Execution in Stochastic Domains,"We investigate planning in time-critical domains represented as Markov
Decision Processes, showing that search based techniques can be a very powerful
method for finding close to optimal plans. To reduce the computational cost of
planning in these domains, we execute actions as we construct the plan, and
sacrifice optimality by searching to a fixed depth and using a heuristic
function to estimate the value of states. Although this paper concentrates on
the search algorithm, we also discuss ways of constructing heuristic functions
suitable for this approach. Our results show that by interleaving search and
execution, close to optimal policies can be found without the computational
requirements of other approaches.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Localized Partial Evaluation of Belief Networks,"Most algorithms for propagating evidence through belief networks have been
exact and exhaustive: they produce an exact (point-valued) marginal probability
for every node in the network. Often, however, an application will not need
information about every n ode in the network nor will it need exact
probabilities. We present the localized partial evaluation (LPE) propagation
algorithm, which computes interval bounds on the marginal probability of a
specified query node by examining a subset of the nodes in the entire network.
Conceptually, LPE ignores parts of the network that are ""too far away"" from the
queried node to have much impact on its value. LPE has the ""anytime"" property
of being able to produce better solutions (tighter intervals) given more time
to consider more of the network.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
"A Probabilistic Model of Action for Least-Commitment Planning with
  Information Gather","AI planning algorithms have addressed the problem of generating sequences of
operators that achieve some input goal, usually assuming that the planning
agent has perfect control over and information about the world. Relaxing these
assumptions requires an extension to the action representation that allows
reasoning both about the changes an action makes and the information it
provides. This paper presents an action representation that extends the
deterministic STRIPS model, allowing actions to have both causal and
informational effects, both of which can be context dependent and noisy. We
also demonstrate how a standard least-commitment planning algorithm can be
extended to include informational actions and contingent execution.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
Some Properties of Joint Probability Distributions,"Several Artificial Intelligence schemes for reasoning under uncertainty
explore either explicitly or implicitly asymmetries among probabilities of
various states of their uncertain domain models. Even though the correct
working of these schemes is practically contingent upon the existence of a
small number of probable states, no formal justification has been proposed of
why this should be the case. This paper attempts to fill this apparent gap by
studying asymmetries among probabilities of various states of uncertain models.
By rewriting the joint probability distribution over a model's variables into a
product of individual variables' prior and conditional probability
distributions, and applying central limit theorem to this product, we can
demonstrate that the probabilities of individual states of the model can be
expected to be drawn from highly skewed, log-normal distributions. With
sufficient asymmetry in individual prior and conditional probability
distributions, a small fraction of states can be expected to cover a large
portion of the total probability space with the remaining states having
practically negligible probability. Theoretical discussion is supplemented by
simulation results and an illustrative real-world example.","Appears in Proceedings of the Tenth Conference on Uncertainty in
  Artificial Intelligence (UAI1994)"
